merchant_id,avg_txn_value,failed_txns_last_7d,support_tickets_last_30d,csat_score,settlement_delay_avg,api_failure_rate,active_days_last_month,delight_score
MID_14411,16085.86,1,2,4.1,1.45,0.056,25,0.572
MID_14412,9429.07,2,3,3.3,2.49,0.082,24,0.35
MID_14413,2545.83,2,2,2.8,2.19,0.232,27,0.293
MID_14414,9494.65,2,1,3.9,1.58,0.205,19,0.463
MID_14415,9896.13,2,3,4.0,0.09,0.29,26,0.408
MID_14416,13246.61,4,1,4.8,0.64,0.259,30,0.489
MID_14417,9698.87,6,0,3.6,1.26,0.102,18,0.32
MID_14418,34816.09,4,3,4.7,0.64,0.057,13,0.439
MID_14419,2197.6,5,1,3.4,2.2,0.049,21,0.242
MID_14420,30177.87,4,1,3.5,1.43,0.058,25,0.484
MID_14421,7729.25,2,1,4.6,1.42,0.131,19,0.508
MID_14422,11146.08,4,2,4.0,1.66,0.074,29,0.39
MID_14423,1047.62,1,2,3.3,2.67,0.151,15,0.325
MID_14424,4789.65,1,1,5.0,1.08,0.051,10,0.549
MID_14425,14669.8,4,1,5.0,1.8,0.147,22,0.483
MID_14426,12272.79,1,5,3.1,2.3,0.128,30,0.324
MID_14427,409.67,5,1,3.3,1.43,0.196,30,0.234
MID_14428,7909.68,1,1,4.6,2.0,0.19,20,0.54
MID_14429,924.2,4,0,4.4,1.01,0.092,13,0.378
MID_14430,54861.97,3,6,4.9,0.0,0.005,27,0.431
MID_14431,22759.1,4,2,4.2,1.67,0.174,21,0.417
MID_14432,213.06,4,5,4.4,1.11,0.229,17,0.105
MID_14433,19565.13,3,3,4.1,0.98,0.233,18,0.39
MID_14434,25186.24,5,4,3.7,1.37,0.266,14,0.208
MID_14435,4362.57,2,3,3.1,1.47,0.055,22,0.312
MID_14436,12711.87,3,2,3.4,2.12,0.076,12,0.349
MID_14437,5835.82,3,4,2.3,1.38,0.26,17,0.122
MID_14438,10648.85,0,1,3.6,1.94,0.077,18,0.569
MID_14439,4159.96,2,4,3.4,1.6,0.252,18,0.223
MID_14440,3894.33,2,2,5.0,1.02,0.268,24,0.444
MID_14441,5524.01,2,2,3.9,1.37,0.152,15,0.38
MID_14442,1573.18,5,2,4.4,0.0,0.209,22,0.261
MID_14443,17786.79,2,3,3.9,1.47,0.042,18,0.448
MID_14444,4287.82,7,4,3.2,0.22,0.182,20,0.01
MID_14445,5110.75,3,2,3.8,1.5,0.211,23,0.332
MID_14446,22448.32,2,2,4.8,1.68,0.026,26,0.598
MID_14447,6864.18,4,2,3.3,1.64,0.218,24,0.268
MID_14448,7858.19,1,0,4.9,0.85,0.085,15,0.635
MID_14449,31349.51,1,2,3.1,1.7,0.144,12,0.497
MID_14450,21779.49,2,2,4.8,1.05,0.124,17,0.558
MID_14451,1856.87,0,1,3.2,0.64,0.13,22,0.495
MID_14452,6409.63,3,1,3.8,1.18,0.234,10,0.353
MID_14453,35507.27,5,4,3.7,1.58,0.255,30,0.278
MID_14454,4657.99,0,1,3.3,0.36,0.126,25,0.545
MID_14455,4645.36,1,3,3.9,2.14,0.037,24,0.409
MID_14456,2169.51,5,1,4.2,0.14,0.084,10,0.287
MID_14457,1214.03,1,1,4.3,2.24,0.131,27,0.489
MID_14458,13482.47,1,3,4.7,1.87,0.128,13,0.48
MID_14459,14698.08,3,3,3.9,0.7,0.088,21,0.398
MID_14460,34741.86,4,1,4.6,1.22,0.054,10,0.512
MID_14461,14846.49,0,2,3.6,1.65,0.05,12,0.539
MID_14462,2788.58,6,3,2.6,1.55,0.024,14,0.045
MID_14463,409.43,2,2,4.0,2.08,0.077,26,0.374
MID_14464,42292.98,3,1,5.0,2.31,0.121,12,0.564
MID_14465,4161.99,4,1,3.6,3.06,0.145,15,0.267
MID_14466,3739.25,2,1,5.0,1.37,0.293,28,0.494
MID_14467,23639.84,2,5,2.8,2.56,0.243,28,0.277
MID_14468,8797.18,4,0,3.2,0.63,0.066,29,0.446
MID_14469,2419.07,2,1,3.4,1.13,0.08,24,0.419
MID_14470,21990.93,3,1,4.3,1.21,0.15,13,0.507
MID_14471,50147.72,3,2,4.1,1.74,0.436,24,0.451
MID_14472,906.67,0,0,4.3,1.56,0.02,16,0.585
MID_14473,19823.27,3,2,3.5,0.84,0.214,16,0.405
MID_14474,4951.42,2,3,3.0,1.79,0.159,16,0.264
MID_14475,7424.9,4,2,4.7,2.05,0.185,26,0.362
MID_14476,24629.41,1,1,4.2,0.76,0.085,21,0.658
MID_14477,36260.62,2,2,3.0,2.36,0.154,30,0.492
MID_14478,3040.34,7,0,3.5,1.9,0.269,23,0.175
MID_14479,2393.37,6,3,3.2,0.38,0.138,26,0.117
MID_14480,839.43,1,1,3.5,1.28,0.177,16,0.411
MID_14481,8250.75,3,4,4.6,2.06,0.039,30,0.355
MID_14482,136.98,4,1,3.5,1.6,0.15,10,0.233
MID_14483,5308.55,2,0,4.4,2.13,0.02,30,0.569
MID_14484,762.16,5,3,4.7,0.4,0.319,27,0.208
MID_14485,5195.73,4,0,3.7,1.49,0.287,14,0.332
MID_14486,407.51,1,1,3.1,2.11,0.118,15,0.374
MID_14487,18031.27,2,2,3.4,1.17,0.206,20,0.449
MID_14488,2353.92,3,2,5.0,0.82,0.301,21,0.367
MID_14489,3979.56,1,0,4.6,1.39,0.099,17,0.574
MID_14490,20405.9,3,1,5.0,0.87,0.202,29,0.593
MID_14491,13714.69,5,2,3.1,1.21,0.195,11,0.229
MID_14492,2472.29,1,2,3.3,1.13,0.091,16,0.385
MID_14493,746.15,1,2,3.4,0.27,0.226,27,0.401
MID_14494,12576.33,1,2,4.2,0.26,0.115,13,0.529
MID_14495,4954.49,4,5,4.7,3.2,0.115,10,0.127
MID_14496,14527.76,2,1,3.7,1.66,0.306,17,0.458
MID_14497,5893.18,3,0,5.0,1.01,0.379,13,0.455
MID_14498,4246.52,4,1,3.7,0.16,0.258,19,0.322
MID_14499,6000.31,6,3,3.6,1.08,0.248,21,0.123
MID_14500,13805.47,3,1,4.4,0.28,0.067,15,0.515
MID_14501,23250.38,6,4,3.5,1.26,0.097,23,0.206
MID_14502,510.48,4,1,3.9,0.07,0.014,23,0.362
MID_14503,7425.72,5,3,5.0,2.75,0.45,19,0.189
MID_14504,333.87,2,1,3.3,1.81,0.079,21,0.369
MID_14505,6318.82,2,3,4.0,0.93,0.116,20,0.376
MID_14506,21652.86,3,2,4.2,0.58,0.051,16,0.492
MID_14507,4487.75,6,1,4.9,1.31,0.066,10,0.282
MID_14508,26948.93,3,2,2.9,2.63,0.083,30,0.429
MID_14509,9958.98,4,0,3.8,1.79,0.122,23,0.437
MID_14510,27204.57,2,0,3.9,1.81,0.13,28,0.64
MID_14511,14153.8,3,0,4.6,0.95,0.203,27,0.578
MID_14512,1091.85,4,2,4.1,2.21,0.071,23,0.275
MID_14513,2628.61,1,1,3.5,0.71,0.261,29,0.466
MID_14514,5011.57,1,2,3.6,2.7,0.014,23,0.435
MID_14515,1864.58,1,4,5.0,1.54,0.043,24,0.409
MID_14516,6830.22,0,3,4.1,0.41,0.062,27,0.531
MID_14517,6374.63,1,3,4.5,0.73,0.095,14,0.445
MID_14518,31294.74,0,1,4.1,1.86,0.099,20,0.689
MID_14519,5686.81,4,1,3.2,0.0,0.184,17,0.317
MID_14520,15400.37,3,3,4.2,1.56,0.073,20,0.402
MID_14521,28457.71,5,0,4.2,1.66,0.11,18,0.485
MID_14522,20954.8,7,1,2.5,0.94,0.209,12,0.186
MID_14523,2340.37,5,2,3.8,1.05,0.15,13,0.194
MID_14524,6852.38,3,4,4.1,1.12,0.098,25,0.303
MID_14525,4273.12,2,0,4.3,1.29,0.202,28,0.527
MID_14526,5105.9,3,0,5.0,0.77,0.168,13,0.494
MID_14527,4475.49,4,4,4.6,1.31,0.047,14,0.231
MID_14528,17507.67,4,3,4.0,0.96,0.195,30,0.373
MID_14529,6017.34,5,0,4.0,1.68,0.095,23,0.372
MID_14530,7416.95,5,2,3.5,1.45,0.103,13,0.225
MID_14531,40425.51,6,2,4.0,0.78,0.126,15,0.342
MID_14532,618.53,4,1,4.2,1.61,0.01,18,0.334
MID_14533,6693.48,1,3,4.4,1.97,0.108,25,0.451
MID_14534,14874.93,2,4,4.5,1.22,0.284,23,0.392
MID_14535,1638.87,2,3,3.3,0.0,0.064,30,0.352
MID_14536,9455.43,2,2,4.9,1.2,0.31,23,0.473
MID_14537,2737.33,6,4,4.0,1.94,0.16,13,0.04
MID_14538,20204.49,2,3,2.6,2.04,0.273,29,0.36
MID_14539,3961.58,6,1,4.3,2.3,0.171,17,0.224
MID_14540,3990.8,5,2,4.6,0.83,0.108,20,0.294
MID_14541,9117.86,2,0,3.7,0.43,0.03,27,0.583
MID_14542,2028.05,4,1,3.0,0.98,0.239,11,0.219
MID_14543,3353.17,4,1,3.7,0.43,0.056,21,0.355
MID_14544,5389.37,5,4,4.1,1.37,0.163,22,0.162
MID_14545,4363.95,1,6,3.0,0.02,0.205,21,0.202
MID_14546,7441.82,4,5,4.9,1.17,0.292,20,0.2
MID_14547,9153.91,2,3,3.7,2.45,0.103,17,0.345
MID_14548,8362.5,1,0,3.7,0.99,0.105,22,0.584
MID_14549,10618.03,3,0,3.3,0.27,0.067,22,0.5
MID_14550,3678.07,1,0,4.5,1.82,0.412,21,0.508
MID_14551,1351.63,3,5,4.3,1.4,0.303,30,0.183
MID_14552,14304.87,1,1,4.1,1.51,0.036,13,0.575
MID_14553,19023.36,1,2,4.8,2.09,0.029,13,0.582
MID_14554,2970.68,5,3,3.2,1.18,0.184,12,0.101
MID_14555,5227.16,2,2,3.9,0.63,0.165,24,0.42
MID_14556,6902.9,3,2,5.0,1.13,0.115,13,0.414
MID_14557,7621.26,1,0,5.0,2.04,0.13,14,0.603
MID_14558,10773.11,5,3,3.5,1.0,0.11,19,0.23
MID_14559,424.93,1,4,1.9,2.54,0.398,11,0.075
MID_14560,12782.55,2,3,3.9,1.13,0.171,26,0.427
MID_14561,639.74,2,2,4.2,1.81,0.182,30,0.386
MID_14562,6316.54,5,1,3.4,2.66,0.097,17,0.249
MID_14563,17583.51,3,1,5.0,1.04,0.258,16,0.522
MID_14564,6000.49,2,6,3.5,1.41,0.073,29,0.222
MID_14565,1614.49,0,4,3.3,2.73,0.108,13,0.281
MID_14566,42019.64,3,1,3.8,1.02,0.239,26,0.541
MID_14567,22008.0,7,1,3.4,1.63,0.163,28,0.292
MID_14568,14754.04,3,1,5.0,0.34,0.06,15,0.557
MID_14569,5301.98,1,5,4.1,1.09,0.159,20,0.311
MID_14570,2031.52,3,2,3.8,2.06,0.08,17,0.298
MID_14571,28372.11,7,2,4.3,1.83,0.166,29,0.313
MID_14572,7600.38,3,1,4.3,1.75,0.174,18,0.421
MID_14573,19129.48,6,2,4.6,1.99,0.085,11,0.304
MID_14574,4186.95,2,3,2.8,1.93,0.328,14,0.202
MID_14575,4084.02,5,1,4.5,0.39,0.006,23,0.378
MID_14576,42364.02,2,1,3.4,1.27,0.18,17,0.544
MID_14577,7377.95,5,5,4.4,2.64,0.098,28,0.156
MID_14578,1516.32,2,0,4.7,2.35,0.11,29,0.525
MID_14579,2480.44,4,4,3.1,1.06,0.016,22,0.16
MID_14580,6576.72,3,1,4.2,1.16,0.269,29,0.435
MID_14581,433.99,3,2,5.0,2.05,0.159,21,0.352
MID_14582,6208.9,6,2,4.7,2.32,0.241,18,0.208
MID_14583,5429.03,6,1,4.1,2.21,0.139,20,0.244
MID_14584,15111.15,6,2,4.5,1.5,0.147,20,0.305
MID_14585,4384.15,1,2,4.2,0.61,0.314,14,0.417
MID_14586,40483.45,3,1,3.3,0.0,0.053,25,0.564
MID_14587,1993.9,4,6,3.1,2.15,0.372,21,0.0
MID_14588,8940.08,2,4,4.3,1.41,0.431,14,0.274
MID_14589,939.8,4,2,4.6,1.86,0.075,15,0.283
MID_14590,13237.48,3,4,2.7,1.7,0.06,23,0.259
MID_14591,52502.3,5,6,4.1,1.54,0.165,25,0.213
MID_14592,17100.24,5,2,3.7,1.73,0.123,26,0.338
MID_14593,8112.63,4,2,3.5,1.01,0.021,29,0.359
MID_14594,6630.86,6,5,3.2,2.56,0.054,14,0.0
MID_14595,18019.91,1,4,3.5,1.58,0.152,26,0.428
MID_14596,27484.67,4,1,4.1,2.65,0.055,18,0.468
MID_14597,45288.14,3,1,3.3,1.96,0.105,12,0.474
MID_14598,5050.74,1,4,4.0,1.53,0.157,29,0.374
MID_14599,47014.03,2,3,3.9,2.18,0.175,22,0.475
MID_14600,1695.15,2,3,4.1,1.31,0.049,21,0.347
MID_14601,2924.26,5,0,4.0,0.91,0.289,22,0.316
MID_14602,932.3,4,1,3.4,1.83,0.281,17,0.227
MID_14603,3170.95,10,0,4.1,1.67,0.137,18,0.077
MID_14604,14607.49,1,2,3.6,1.05,0.118,25,0.529
MID_14605,19168.08,2,3,4.8,0.87,0.269,20,0.482
MID_14606,15091.07,1,2,4.0,1.32,0.018,11,0.524
MID_14607,9971.37,3,0,4.9,0.65,0.294,27,0.554
MID_14608,7214.78,8,3,4.2,1.12,0.192,17,0.067
MID_14609,12334.16,6,3,3.5,1.76,0.16,17,0.159
MID_14610,4956.64,1,1,4.5,1.59,0.159,27,0.545
MID_14611,18407.92,3,1,4.1,2.94,0.148,28,0.496
MID_14612,11306.92,2,2,4.5,1.17,0.077,14,0.48
MID_14613,11966.82,3,1,4.2,2.13,0.033,14,0.457
MID_14614,7677.33,7,2,4.4,1.37,0.06,24,0.228
MID_14615,21648.16,0,3,5.0,1.67,0.529,20,0.536
MID_14616,2903.72,5,2,3.4,1.99,0.334,28,0.17
MID_14617,4798.89,3,1,3.8,1.57,0.265,21,0.361
MID_14618,15034.69,3,2,3.0,1.04,0.12,22,0.386
MID_14619,6787.49,3,2,3.8,1.49,0.099,18,0.354
MID_14620,22001.55,3,3,4.0,1.91,0.309,21,0.37
MID_14621,4252.59,1,3,3.5,2.12,0.188,17,0.329
MID_14622,4609.73,5,2,2.9,1.37,0.262,22,0.163
MID_14623,21958.48,2,1,4.0,2.62,0.259,12,0.486
MID_14624,6243.12,4,1,3.8,1.62,0.083,11,0.326
MID_14625,7259.28,4,2,4.0,1.1,0.122,25,0.346
MID_14626,4046.11,3,0,3.4,2.27,0.248,15,0.349
MID_14627,3238.9,1,1,4.4,0.0,0.151,20,0.533
MID_14628,10669.65,1,4,4.4,0.0,0.13,28,0.479
MID_14629,1276.52,3,2,3.7,1.24,0.106,29,0.335
MID_14630,21142.21,5,2,3.7,0.33,0.12,25,0.382
MID_14631,15105.12,2,1,3.6,1.51,0.116,17,0.497
MID_14632,2116.45,6,0,4.2,1.93,0.034,23,0.304
MID_14633,11842.35,2,3,4.5,3.01,0.277,18,0.371
MID_14634,9228.95,2,1,5.0,2.15,0.236,10,0.479
MID_14635,2039.97,2,5,3.9,2.17,0.206,19,0.183
MID_14636,3191.09,1,2,4.1,2.74,0.167,17,0.396
MID_14637,5259.16,2,2,3.9,2.58,0.234,18,0.347
MID_14638,12014.52,1,2,3.3,3.16,0.528,11,0.323
MID_14639,10181.11,5,1,2.4,1.69,0.157,28,0.266
MID_14640,7597.89,2,2,4.9,2.11,0.056,16,0.466
MID_14641,14627.89,2,1,4.2,0.92,0.119,20,0.551
MID_14642,14185.6,2,0,4.8,2.28,0.152,17,0.591
MID_14643,9619.66,2,3,4.5,0.61,0.2,25,0.441
MID_14644,15464.17,2,3,2.9,1.17,0.035,26,0.41
MID_14645,4068.61,5,3,3.6,0.46,0.513,23,0.121
MID_14646,21307.31,2,1,3.7,1.03,0.16,30,0.577
MID_14647,9542.78,5,2,5.0,1.17,0.237,22,0.341
MID_14648,17280.16,0,1,5.0,1.2,0.059,28,0.747
MID_14649,7902.73,3,1,4.1,0.64,0.149,26,0.465
MID_14650,2464.61,4,3,4.8,1.33,0.108,29,0.311
MID_14651,7817.82,4,1,4.1,0.32,0.186,19,0.39
MID_14652,4638.02,3,4,4.7,1.43,0.147,29,0.316
MID_14653,11956.71,3,2,3.8,1.4,0.251,21,0.377
MID_14654,6458.7,3,3,3.5,1.35,0.118,26,0.308
MID_14655,18085.77,3,1,3.0,2.34,0.163,18,0.404
MID_14656,11334.29,3,1,4.7,1.2,0.158,10,0.462
MID_14657,11537.37,0,0,4.6,1.85,0.028,18,0.697
MID_14658,2448.21,3,2,4.0,0.15,0.407,22,0.303
MID_14659,41509.0,2,3,4.4,1.94,0.028,18,0.523
MID_14660,18431.07,3,3,4.5,1.66,0.023,30,0.478
MID_14661,15559.2,2,1,2.9,1.01,0.059,13,0.466
MID_14662,4007.99,4,1,3.2,1.51,0.148,11,0.258
MID_14663,7670.77,4,0,2.2,1.76,0.144,23,0.318
MID_14664,1474.6,2,1,5.0,2.82,0.12,23,0.461
MID_14665,7732.21,3,0,3.1,2.53,0.245,21,0.38
MID_14666,1576.94,1,1,5.0,2.0,0.072,13,0.505
MID_14667,8052.81,1,0,4.1,0.83,0.306,15,0.545
MID_14668,10461.77,1,1,4.3,1.36,0.08,27,0.601
MID_14669,4946.18,3,1,3.7,2.38,0.16,21,0.361
MID_14670,6902.41,1,0,4.5,1.46,0.279,25,0.585
MID_14671,20846.82,3,0,3.6,1.62,0.038,19,0.545
MID_14672,1149.21,2,2,5.0,0.69,0.077,14,0.429
MID_14673,15689.34,1,2,4.4,0.3,0.01,22,0.61
MID_14674,1872.39,4,1,5.0,1.52,0.168,18,0.365
MID_14675,373.99,3,3,3.1,0.71,0.212,18,0.193
MID_14676,2052.72,5,2,4.5,0.86,0.305,24,0.242
MID_14677,14483.54,1,1,3.0,1.01,0.309,20,0.489
MID_14678,5194.06,5,1,4.4,1.05,0.042,11,0.322
MID_14679,20598.0,5,1,4.9,2.72,0.195,22,0.429
MID_14680,7438.25,6,2,4.3,0.5,0.063,26,0.293
MID_14681,225.02,3,3,4.6,2.05,0.071,14,0.27
MID_14682,12612.97,4,1,4.7,1.37,0.057,25,0.488
MID_14683,1167.96,6,2,5.0,1.29,0.09,19,0.231
MID_14684,15576.98,4,3,4.1,1.8,0.08,28,0.368
MID_14685,1840.46,7,3,4.4,2.1,0.152,21,0.08
MID_14686,4238.02,5,1,4.4,0.08,0.31,22,0.315
MID_14687,14324.28,2,3,4.4,0.95,0.035,22,0.484
MID_14688,30841.56,2,0,5.0,1.5,0.154,16,0.675
MID_14689,4643.14,0,3,4.3,1.09,0.022,24,0.507
MID_14690,17684.35,3,3,3.4,0.87,0.132,13,0.345
MID_14691,2117.0,5,6,3.4,2.14,0.161,15,0.0
MID_14692,16459.97,1,3,3.7,1.02,0.361,23,0.441
MID_14693,10714.66,1,2,4.1,2.53,0.216,19,0.463
MID_14694,2141.14,3,3,3.0,2.16,0.359,21,0.156
MID_14695,3602.58,3,2,3.6,1.57,0.179,25,0.318
MID_14696,1413.0,1,6,3.9,1.57,0.249,14,0.164
MID_14697,4828.33,5,1,3.2,2.01,0.096,17,0.237
MID_14698,2277.15,2,3,4.3,0.56,0.136,11,0.329
MID_14699,10328.19,1,2,4.8,0.93,0.213,23,0.548
MID_14700,52039.36,6,3,5.0,1.44,0.03,22,0.386
MID_14701,120.82,3,2,3.1,0.18,0.264,26,0.267
MID_14702,7785.3,1,2,4.6,2.35,0.106,10,0.465
MID_14703,8525.34,1,2,4.4,1.63,0.197,21,0.492
MID_14704,24558.39,3,3,4.3,1.84,0.056,21,0.448
MID_14705,7052.31,4,2,3.7,0.74,0.04,25,0.35
MID_14706,7846.08,3,3,4.6,0.71,0.264,29,0.38
MID_14707,6380.02,3,3,2.2,1.54,0.154,29,0.229
MID_14708,3132.11,6,1,4.4,1.19,0.081,22,0.278
MID_14709,576.6,3,1,4.6,1.91,0.233,28,0.39
MID_14710,5253.6,5,1,4.2,1.78,0.281,19,0.275
MID_14711,540.25,2,6,5.0,1.01,0.293,18,0.187
MID_14712,7996.03,5,0,3.6,2.54,0.172,12,0.297
MID_14713,3671.49,1,3,4.6,2.16,0.127,28,0.437
MID_14714,7627.17,2,0,4.2,2.58,0.29,12,0.455
MID_14715,1442.13,1,2,4.7,2.16,0.157,13,0.415
MID_14716,26975.55,4,1,5.0,1.63,0.143,27,0.554
MID_14717,22492.46,4,1,3.6,1.48,0.122,13,0.417
MID_14718,2107.17,3,3,4.1,1.14,0.115,21,0.291
MID_14719,4207.48,4,0,4.0,1.33,0.014,16,0.405
MID_14720,9506.05,2,3,4.6,2.16,0.282,17,0.372
MID_14721,1005.79,2,2,3.7,1.01,0.03,18,0.366
MID_14722,4378.35,5,4,3.2,1.24,0.232,22,0.087
MID_14723,2891.66,4,2,4.5,1.97,0.189,12,0.262
MID_14724,24712.02,5,4,2.7,3.27,0.036,21,0.178
MID_14725,19139.99,4,2,4.1,0.89,0.312,18,0.374
MID_14726,8671.02,4,0,3.7,0.88,0.115,13,0.406
MID_14727,7346.91,1,5,4.0,1.92,0.213,26,0.316
MID_14728,26696.83,1,6,4.2,2.17,0.176,16,0.351
MID_14729,26945.58,3,1,3.8,0.42,0.255,25,0.527
MID_14730,34844.74,1,1,5.0,2.25,0.156,28,0.705
MID_14731,1339.64,2,4,3.3,0.8,0.132,23,0.246
MID_14732,1750.18,0,2,4.2,2.2,0.102,30,0.505
MID_14733,11292.88,2,1,4.8,2.38,0.032,24,0.566
MID_14734,7796.52,3,5,3.7,1.44,0.156,25,0.22
MID_14735,186.39,3,2,3.6,2.29,0.03,21,0.286
MID_14736,639.79,4,2,3.9,1.37,0.129,12,0.227
MID_14737,21899.74,3,1,4.4,2.05,0.096,14,0.51
MID_14738,20315.72,1,1,4.4,2.47,0.318,16,0.558
MID_14739,4420.32,2,4,3.7,1.33,0.092,28,0.314
MID_14740,22168.72,1,2,3.2,0.0,0.367,12,0.469
MID_14741,9006.02,3,1,4.2,1.18,0.19,26,0.461
MID_14742,16394.11,2,1,3.9,2.7,0.239,19,0.481
MID_14743,5576.22,4,0,4.5,1.96,0.197,15,0.396
MID_14744,1203.59,1,0,5.0,0.5,0.045,27,0.633
MID_14745,5686.79,0,3,3.2,0.71,0.184,21,0.416
MID_14746,6111.98,2,4,3.9,0.77,0.132,10,0.285
MID_14747,8006.08,4,2,5.0,1.04,0.129,29,0.426
MID_14748,1115.83,1,2,5.0,0.78,0.024,30,0.541
MID_14749,47562.1,2,1,3.5,2.88,0.039,18,0.551
MID_14750,2798.95,3,2,3.5,1.98,0.127,13,0.266
MID_14751,2213.36,0,1,4.3,1.85,0.178,20,0.524
MID_14752,7482.43,5,2,3.5,1.95,0.065,21,0.25
MID_14753,7704.78,3,2,4.2,0.24,0.295,26,0.398
MID_14754,5794.98,4,2,5.0,2.7,0.116,16,0.333
MID_14755,14779.37,1,5,4.7,2.45,0.162,27,0.416
MID_14756,7270.23,4,1,4.5,2.4,0.215,17,0.355
MID_14757,9408.28,1,5,3.1,1.5,0.226,16,0.252
MID_14758,12864.36,4,2,4.2,2.52,0.294,13,0.3
MID_14759,253.44,2,1,4.7,1.82,0.087,20,0.447
MID_14760,8454.69,6,1,4.7,1.73,0.101,15,0.307
MID_14761,21558.43,4,1,4.4,0.64,0.167,30,0.526
MID_14762,175.42,6,1,3.6,2.95,0.402,18,0.088
MID_14763,5195.0,2,3,4.2,2.21,0.173,24,0.354
MID_14764,26067.69,5,2,3.7,2.32,0.137,14,0.317
MID_14765,4356.48,3,1,4.0,2.33,0.125,19,0.375
MID_14766,6138.35,3,2,4.0,1.71,0.254,25,0.348
MID_14767,39922.25,3,2,4.7,2.22,0.273,24,0.506
MID_14768,2222.99,4,1,4.2,2.49,0.011,10,0.305
MID_14769,674.82,5,2,4.0,1.58,0.326,29,0.197
MID_14770,19619.97,0,5,3.6,0.57,0.111,10,0.416
MID_14771,20284.85,1,1,3.2,1.12,0.034,15,0.566
MID_14772,6388.06,1,3,4.7,1.37,0.126,30,0.491
MID_14773,7219.73,3,1,5.0,1.29,0.093,18,0.485
MID_14774,18067.09,2,3,3.7,0.66,0.282,28,0.439
MID_14775,13415.49,3,0,4.4,2.0,0.118,27,0.557
MID_14776,3080.88,0,1,4.1,1.17,0.17,15,0.519
MID_14777,170.38,4,1,4.8,1.87,0.165,16,0.323
MID_14778,6533.5,4,1,4.6,2.17,0.066,20,0.399
MID_14779,19583.74,2,1,4.2,1.37,0.112,13,0.546
MID_14780,22617.76,5,2,2.6,1.92,0.627,10,0.138
MID_14781,31287.2,4,0,3.4,1.39,0.27,29,0.502
MID_14782,21166.3,2,1,3.7,2.22,0.285,18,0.488
MID_14783,8676.04,3,3,4.8,1.41,0.283,20,0.352
MID_14784,5880.77,2,1,4.1,2.01,0.112,22,0.464
MID_14785,14909.88,2,3,4.0,0.79,0.319,29,0.434
MID_14786,13463.88,4,2,3.9,0.99,0.045,16,0.376
MID_14787,7725.01,2,1,4.3,0.35,0.357,18,0.463
MID_14788,913.78,3,1,5.0,1.27,0.03,21,0.448
MID_14789,26047.9,3,2,3.6,2.8,0.357,20,0.378
MID_14790,6080.76,3,1,3.4,1.26,0.136,12,0.351
MID_14791,4515.1,4,1,3.6,1.54,0.095,19,0.324
MID_14792,9930.84,6,4,5.0,0.96,0.223,26,0.215
MID_14793,11203.61,4,1,3.5,1.45,0.183,24,0.376
MID_14794,2365.93,4,4,4.2,1.69,0.073,16,0.18
MID_14795,18136.3,2,4,4.3,1.28,0.139,30,0.449
MID_14796,3424.02,1,3,3.4,1.93,0.188,26,0.348
MID_14797,2066.35,1,3,4.4,2.0,0.05,11,0.371
MID_14798,5215.49,5,2,3.9,0.72,0.435,27,0.224
MID_14799,13114.1,2,5,3.7,0.61,0.102,24,0.334
MID_14800,33655.84,1,3,3.7,0.81,0.155,24,0.541
MID_14801,16569.56,7,5,4.7,2.68,0.072,11,0.087
MID_14802,28192.34,5,1,3.9,1.56,0.226,11,0.372
MID_14803,1515.28,2,2,2.9,1.71,0.081,18,0.299
MID_14804,738.37,3,1,3.5,2.33,0.182,18,0.294
MID_14805,8157.78,5,2,3.1,1.94,0.274,23,0.196
MID_14806,3429.09,2,3,3.8,1.14,0.15,23,0.336
MID_14807,17605.8,2,1,3.7,2.43,0.067,14,0.498
MID_14808,11147.05,6,0,3.7,1.8,0.113,10,0.298
MID_14809,35311.29,3,0,4.4,1.16,0.302,23,0.596
MID_14810,2940.92,3,0,3.9,1.19,0.32,15,0.375
MID_14811,6651.12,6,1,3.6,0.66,0.062,22,0.278
MID_14812,6956.31,3,2,3.9,0.88,0.104,29,0.409
MID_14813,2733.54,3,1,2.7,1.79,0.158,21,0.292
MID_14814,8918.26,4,1,3.5,1.1,0.118,14,0.345
MID_14815,5857.04,6,0,3.8,0.81,0.225,20,0.29
MID_14816,5918.94,2,0,4.8,1.12,0.122,20,0.565
MID_14817,4505.72,2,3,5.0,1.35,0.184,20,0.397
MID_14818,170.74,1,2,2.8,0.97,0.374,25,0.309
MID_14819,7383.44,1,2,3.7,0.65,0.055,18,0.479
MID_14820,4083.41,2,3,4.2,1.83,0.098,13,0.329
MID_14821,13.21,2,1,4.1,2.15,0.084,17,0.393
MID_14822,3680.88,3,0,3.8,0.25,0.077,28,0.487
MID_14823,3266.01,6,1,5.0,1.82,0.194,22,0.281
MID_14824,4999.65,1,3,4.4,0.86,0.038,16,0.442
MID_14825,1413.93,3,1,4.6,0.84,0.233,22,0.4
MID_14826,7086.34,5,0,4.4,2.02,0.144,18,0.373
MID_14827,11790.86,3,2,5.0,0.8,0.217,15,0.447
MID_14828,9947.54,1,1,2.3,2.09,0.107,13,0.41
MID_14829,16283.91,2,2,4.6,2.79,0.159,18,0.483
MID_14830,6014.95,6,2,4.2,1.41,0.244,14,0.18
MID_14831,7320.79,1,2,3.9,1.63,0.079,15,0.456
MID_14832,16628.49,3,1,4.2,0.72,0.135,27,0.537
MID_14833,5580.94,3,2,3.7,1.01,0.01,14,0.351
